rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,time/fps,rollout/ep_sparseReward_mean,time/episodes,time/time_elapsed,eval/mean_ep_length,eval/mean_reward,train/critic_loss,train/n_updates,train/learning_rate,train/ent_coef_loss,train/actor_loss,train/ent_coef
720.34,91.69456256999997,1535985,58,0.05,2364,26206,,,0.1965745985507965,1525984,0.0003,2.1939587593078613,-4.44434928894043,0.0036632393021136522
719.85,91.77552844000002,1536453,58,0.05,2368,26213,,,0.18955010175704956,1526452,0.0003,-2.8491687774658203,-3.8222384452819824,0.003545507090166211
,,1540000,,,,,1420.1,76.15973490000002,0.22387340664863586,1529999,0.0003,3.9795727729797363,-3.573958396911621,0.0036915340460836887
756.46,93.49639668999998,1540652,58,0.05,2372,26305,,,0.2395198941230774,1530651,0.0003,-0.30133241415023804,-3.983227252960205,0.003617729526013136
756.92,93.14386264,1543467,58,0.05,2376,26348,,,0.23471277952194214,1533466,0.0003,-1.8336753845214844,-4.120506286621094,0.0035475159529596567
752.51,91.56433287999998,1547121,58,0.05,2380,26403,,,0.2764964699745178,1537120,0.0003,-0.15595602989196777,-3.542689800262451,0.003653914900496602
,,1550000,,,,,576.7,63.3781115,0.2162330150604248,1539999,0.0003,0.22406375408172607,-4.929965972900391,0.003547083120793104
793.68,92.33478973000001,1553587,58,0.1,2384,26512,,,0.20248809456825256,1543586,0.0003,0.8540448546409607,-4.1934027671813965,0.003681212430819869
803.47,92.2710781,1558583,58,0.1,2388,26588,,,0.3072136342525482,1548582,0.0003,2.867745876312256,-3.586339235305786,0.003427355783060193
,,1560000,,,,,1248.0,73.8718832,0.1856064796447754,1549999,0.0003,2.5922839641571045,-4.283239364624023,0.0034927602391690016
788.92,91.87347035,1562153,58,0.1,2392,26666,,,0.17922037839889526,1552152,0.0003,2.571507692337036,-3.149076461791992,0.003351665334776044
821.74,92.96069262,1565828,58,0.1,2396,26722,,,0.5576865673065186,1555827,0.0003,-2.8653674125671387,-3.440490961074829,0.0035849541891366243
842.42,96.09397887000002,1569687,58,0.15,2400,26780,,,0.18543751537799835,1559686,0.0003,-1.2206194400787354,-3.0416057109832764,0.003733643563464284
,,1570000,,,,,1419.0,90.6048952,0.4289986789226532,1559999,0.0003,0.3138551712036133,-5.3075690269470215,0.0037036328576505184
862.59,97.02250907000001,1575324,58,0.15,2404,26893,,,0.20803995430469513,1565323,0.0003,4.650566577911377,-3.8193376064300537,0.0036889773327857256
,,1580000,,,,,1103.0,84.285439,8.60883903503418,1569999,0.0003,-4.0368499755859375,-3.470655918121338,0.003512029303237796
880.34,96.74941672000003,1580086,58,0.15,2408,26986,,,0.5267384648323059,1570085,0.0003,-0.5309696793556213,-3.599505662918091,0.0035436328034847975
851.98,98.29791915999998,1582593,58,0.2,2412,27024,,,0.407903254032135,1572592,0.0003,0.10900592803955078,-3.7466881275177,0.003329260041937232
815.24,97.40888634000001,1583535,58,0.2,2416,27038,,,0.20608408749103546,1573534,0.0003,1.0445542335510254,-4.560136795043945,0.003439237829297781
819.81,96.81527065999998,1587857,58,0.2,2420,27104,,,0.5405691862106323,1577856,0.0003,-1.2085278034210205,-4.442773818969727,0.003489037975668907
,,1590000,,,,,1284.8,94.1209716,0.7095617651939392,1579999,0.0003,1.7566068172454834,-3.5501890182495117,0.0037897988222539425
855.06,99.55733530000002,1591864,58,0.25,2424,27189,,,0.28445056080818176,1581863,0.0003,0.8557173013687134,-4.220048427581787,0.0035282960161566734
864.51,99.85943793999999,1595654,58,0.25,2428,27246,,,0.14877232909202576,1585653,0.0003,1.2035328149795532,-4.500485420227051,0.003629470244050026
892.46,98.72162731999997,1599348,58,0.25,2432,27302,,,0.22501970827579498,1589347,0.0003,4.902737140655518,-4.0275959968566895,0.003460960229858756
,,1600000,,,,,766.0,74.7676542,0.31293708086013794,1589999,0.0003,-0.42807188630104065,-3.7002365589141846,0.0036308462731540203
898.54,98.22741393999999,1603688,58,0.25,2436,27382,,,0.1788119077682495,1593687,0.0003,-3.117126941680908,-2.55609130859375,0.003833228722214699
912.79,96.85012694,1609054,58,0.2,2440,27464,,,0.22212767601013184,1599053,0.0003,-0.5272260904312134,-3.844402313232422,0.003648338606581092
,,1610000,,,,,1241.5,70.0254139,1.1691303253173828,1599999,0.0003,0.6977053880691528,-3.7030510902404785,0.0037205934058874846
884.94,97.42763653,1610432,58,0.25,2444,27509,,,0.1468440592288971,1600431,0.0003,-0.26565539836883545,-3.1795172691345215,0.0036894013173878193
893.52,99.15764423,1612556,58,0.25,2448,27541,,,0.36193233728408813,1602555,0.0003,-0.47447073459625244,-5.462273597717285,0.003747523995116353
927.98,101.35082615000002,1616424,58,0.35,2452,27599,,,0.3489048182964325,1606423,0.0003,-3.9169859886169434,-3.9449899196624756,0.003885301062837243
,,1620000,,,,,1108.5,99.8533315,0.2838190793991089,1609999,0.0003,0.25099772214889526,-4.284153938293457,0.0037703863345086575
917.49,101.56319264999998,1621826,58,0.35,2456,27702,,,8.390935897827148,1611825,0.0003,-0.46291351318359375,-4.285613059997559,0.0037050212267786264
921.85,102.40137523,1626202,58,0.4,2460,27768,,,0.3963714838027954,1616201,0.0003,-0.6799333095550537,-3.5884640216827393,0.0037461910396814346
924.15,102.42031804999999,1628400,58,0.4,2464,27801,,,0.2814578413963318,1618399,0.0003,6.301013946533203,-4.3273773193359375,0.0037748441100120544
,,1630000,,,,,1124.8,75.56532990000001,0.29052960872650146,1619999,0.0003,1.7290382385253906,-4.663716793060303,0.0037135942839086056
989.39,105.0057375,1635392,58,0.45,2468,27929,,,0.3362404406070709,1625391,0.0003,2.8898918628692627,-4.3053107261657715,0.003521957201883197
951.77,102.75911203,1635829,58,0.45,2472,27936,,,0.3507488965988159,1625828,0.0003,2.2976322174072266,-5.13016414642334,0.0036928439512848854
,,1640000,,,,,1263.4,82.4321868,0.23656783998012543,1629999,0.0003,-0.5718705654144287,-4.7206645011901855,0.0037811219226568937
975.71,102.66903021,1641038,58,0.45,2476,28039,,,0.295571506023407,1631037,0.0003,-0.772018551826477,-3.232595205307007,0.003726397641003132
982.29,103.07790324000001,1645350,58,0.45,2480,28103,,,0.4346849322319031,1635349,0.0003,1.4985147714614868,-3.703162670135498,0.0037045208737254143
955.14,101.63456711,1649101,58,0.4,2484,28160,,,0.23766213655471802,1639100,0.0003,-2.3740029335021973,-3.9553868770599365,0.0035179106052964926
,,1650000,,,,,1115.6,72.88480009999999,0.24483411014080048,1639999,0.0003,0.6176744699478149,-3.713937759399414,0.003671439364552498
931.67,101.59709514000002,1651750,58,0.4,2488,28223,,,0.29925620555877686,1641749,0.0003,1.4679889678955078,-3.7455763816833496,0.003710627555847168
920.9,100.65367502000001,1654243,58,0.4,2492,28261,,,0.2280818670988083,1644242,0.0003,-5.4659833908081055,-4.010667324066162,0.0035199509002268314
932.5,100.61903934000001,1659078,58,0.4,2496,28334,,,0.2798387408256531,1649077,0.0003,-0.7845090627670288,-3.4985780715942383,0.003738988656550646
,,1660000,,,,,1271.3,79.3149622,0.23803110420703888,1649999,0.0003,-0.3302009701728821,-4.199713706970215,0.003682082984596491
956.35,99.90093694000001,1665322,58,0.4,2500,28453,,,0.1600235402584076,1655321,0.0003,-4.2833571434021,-4.6597185134887695,0.003737152786925435
,,1670000,,,,,541.9,90.22936179999999,0.3423183858394623,1659999,0.0003,0.10683894157409668,-4.188170433044434,0.003588436171412468
964.26,100.63199044999999,1671750,58,0.4,2504,28560,,,0.12832693755626678,1661749,0.0003,1.879622459411621,-4.089746475219727,0.0036463818978518248
940.73,100.87777987999999,1674159,58,0.4,2508,28597,,,0.3208795189857483,1664158,0.0003,1.8065605163574219,-3.270190477371216,0.003953254781663418
960.83,99.55033619000001,1678676,58,0.35,2512,28665,,,0.33700501918792725,1668675,0.0003,1.0279600620269775,-3.9456193447113037,0.0037831347435712814
,,1680000,,,,,923.9,77.927727,0.22020955383777618,1669999,0.0003,-1.7116578817367554,-3.4078269004821777,0.00405453285202384
990.39,101.34954889,1682574,58,0.35,2516,28742,,,0.29567742347717285,1672573,0.0003,4.433448314666748,-4.635214328765869,0.0042065526358783245
968.82,102.48621139000002,1684739,58,0.35,2520,28775,,,0.1627499759197235,1674738,0.0003,5.710442543029785,-3.711033821105957,0.003925686236470938
938.98,102.02752365999999,1685762,58,0.35,2524,28790,,,0.2849213480949402,1675761,0.0003,0.15581941604614258,-5.1435041427612305,0.00404777005314827
934.72,102.16710175,1689126,58,0.35,2528,28840,,,0.23611806333065033,1679125,0.0003,-0.011988997459411621,-3.399686813354492,0.003920394461601973
,,1690000,,,,,1278.6,83.2412012,0.16935878992080688,1679999,0.0003,-3.160215377807617,-2.8736343383789062,0.00391721585765481
959.02,102.93883719000002,1695250,58,0.35,2532,28958,,,0.21627330780029297,1685249,0.0003,-3.1296374797821045,-2.384244203567505,0.0035034522879868746
,,1700000,,,,,1231.2,80.5867408,0.2574789226055145,1689999,0.0003,-2.3661482334136963,-3.060394763946533,0.003761646104976535
980.62,103.16830525000002,1701750,58,0.35,2536,29081,,,0.2764729857444763,1691749,0.0003,2.9609155654907227,-4.341041088104248,0.003887282218784094
975.35,103.07390611999999,1706589,58,0.35,2540,29153,,,6.512726783752441,1696588,0.0003,-0.39683055877685547,-3.072619915008545,0.0036216285079717636
967.8,101.17764235,1707212,58,0.3,2544,29163,,,0.5508671402931213,1697211,0.0003,-1.8732647895812988,-4.585760593414307,0.003495934186503291
966.17,99.40970045,1709173,58,0.3,2548,29192,,,0.19147516787052155,1699172,0.0003,-3.4128901958465576,-2.42429256439209,0.003610322717577219
,,1710000,,,,,1415.9,72.37450559999999,0.20849156379699707,1699999,0.0003,-3.174466133117676,-4.201981544494629,0.0035776300355792046
943.99,97.40810650999998,1710823,58,0.2,2552,29244,,,0.15262430906295776,1700822,0.0003,0.3058030605316162,-3.2349820137023926,0.0038217250257730484
901.41,95.51307230999998,1711967,58,0.2,2556,29262,,,0.8015521764755249,1701966,0.0003,1.4377989768981934,-2.9478394985198975,0.0035650385543704033
894.72,92.89464945000002,1715674,58,0.15,2560,29318,,,0.29316532611846924,1705673,0.0003,4.099257946014404,-3.7414462566375732,0.0038490244187414646
,,1720000,,,,,919.3,76.364106,0.5288465619087219,1709999,0.0003,-0.2794610857963562,-4.010277271270752,0.0037130913697183132
918.5,93.85744247000002,1720250,58,0.15,2564,29405,,,0.4895305931568146,1710249,0.0003,2.9918460845947266,-3.017991065979004,0.0038293665274977684
913.44,91.62924804999999,1726736,58,0.1,2568,29503,,,0.15850356221199036,1716735,0.0003,-0.5783512592315674,-2.8265316486358643,0.003860591445118189
,,1730000,,,,,949.8,90.0830146,0.26634466648101807,1719999,0.0003,1.9468733072280884,-3.447977304458618,0.004074476193636656
945.83,95.30888641,1730412,58,0.2,2572,29577,,,0.4366838335990906,1720411,0.0003,2.9528908729553223,-3.9834351539611816,0.004103733226656914
916.71,95.37331422000003,1732709,58,0.2,2576,29612,,,0.5120885372161865,1722708,0.0003,-4.577383041381836,-3.3550963401794434,0.004165587946772575
919.4,97.91948767999999,1737290,58,0.25,2580,29683,,,0.332760214805603,1727289,0.0003,7.9368109703063965,-4.3322319984436035,0.0038306796923279762
904.48,97.15967733,1739549,58,0.25,2584,29718,,,0.2564956247806549,1729548,0.0003,-4.30366849899292,-2.6926541328430176,0.004416519310325384
,,1740000,,,,,1114.0,101.8040164,0.29037779569625854,1729999,0.0003,2.0529532432556152,-3.7111964225769043,0.004371454007923603
952.5,98.79943391,1747000,58,0.3,2588,29853,,,0.2697150707244873,1736999,0.0003,2.7996926307678223,-3.579047679901123,0.004024046938866377
954.98,100.38203442999999,1749741,58,0.3,2592,29894,,,0.31113046407699585,1739740,0.0003,0.9282965660095215,-3.811922550201416,0.003888348350301385
,,1750000,,,,,908.3,70.1705661,0.28316426277160645,1739999,0.0003,-0.8638418912887573,-3.75607967376709,0.00386258028447628
918.55,101.01245299,1750933,58,0.3,2596,29931,,,0.22137242555618286,1740932,0.0003,2.846292734146118,-5.3481855392456055,0.004030236043035984
863.59,98.88310071000002,1751681,58,0.25,2600,29942,,,0.3507872223854065,1741680,0.0003,-1.4143601655960083,-2.856454372406006,0.004118865821510553
859.68,97.25227307000002,1757718,58,0.25,2604,30033,,,0.38490790128707886,1747717,0.0003,3.3019628524780273,-4.837583541870117,0.004267915617674589
841.64,97.40544754000001,1758323,58,0.25,2608,30042,,,0.2758578956127167,1748322,0.0003,1.0466054677963257,-5.156232833862305,0.004285651259124279
,,1760000,,,,,644.2,86.7814793,0.33267056941986084,1749999,0.0003,2.7217307090759277,-4.413821220397949,0.004069051239639521
831.39,99.75970998999999,1761815,58,0.25,2612,30107,,,0.1283951699733734,1751814,0.0003,-0.7190533876419067,-4.018972396850586,0.004118109587579966
806.62,97.08502691999998,1763236,58,0.25,2616,30129,,,0.6879403591156006,1753235,0.0003,-0.9485485553741455,-4.013452053070068,0.004262216854840517
805.45,96.69736459000002,1765284,58,0.25,2620,30160,,,0.2741857171058655,1755283,0.0003,3.3393492698669434,-4.571741104125977,0.004142110701650381
834.1,93.99367146,1769172,58,0.2,2624,30219,,,0.12477785348892212,1759171,0.0003,-1.6602058410644531,-4.817112922668457,0.0038603523280471563
,,1770000,,,,,1025.9,87.64226090000001,0.4041072726249695,1759999,0.0003,-2.016862392425537,-4.7118635177612305,0.004248396959155798
827.92,95.92202477000001,1771918,58,0.2,2628,30280,,,0.3888630270957947,1761917,0.0003,4.722838401794434,-5.8313798904418945,0.00396074540913105
804.77,95.83745656,1775727,58,0.2,2632,30337,,,0.7363533973693848,1765726,0.0003,-1.9048566818237305,-4.311105728149414,0.004037818871438503
764.14,97.72202109000001,1778164,58,0.25,2636,30374,,,0.5244579315185547,1768163,0.0003,-1.2835559844970703,-4.533923149108887,0.004571917466819286
,,1780000,,,,,1117.7,97.0727954,0.27523383498191833,1769999,0.0003,-1.1736595630645752,-4.698904037475586,0.004211006220430136
758.0,99.37893300999998,1782389,58,0.25,2640,30460,,,0.25240617990493774,1772388,0.0003,-0.5785101652145386,-4.385103225708008,0.003956868313252926
821.77,101.91448502000001,1789389,58,0.3,2644,30566,,,1.170178771018982,1779388,0.0003,-2.032738208770752,-4.627964019775391,0.004231422673910856
,,1790000,,,,,1482.7,81.6830159,0.4571613669395447,1779999,0.0003,1.9795855283737183,-4.310976982116699,0.0042831776663661
844.36,104.47345985,1793609,58,0.35,2648,30659,,,0.2012425661087036,1783608,0.0003,1.5418932437896729,-4.997321128845215,0.004187638405710459
864.88,103.21958562,1797311,58,0.35,2652,30715,,,0.3226049542427063,1787310,0.0003,1.8418610095977783,-4.0014495849609375,0.004269317723810673
872.04,104.52954917,1799171,58,0.35,2656,30743,,,0.19763660430908203,1789170,0.0003,-7.91514778137207,-1.5967390537261963,0.004254281986504793
,,1800000,,,,,1575.8,86.93927959999999,0.3547196388244629,1789999,0.0003,-1.001563310623169,-4.496890068054199,0.003987508825957775
849.86,106.66181787000001,1800660,58,0.4,2660,30796,,,0.33049947023391724,1790659,0.0003,1.7418363094329834,-5.078810691833496,0.004113109316676855
852.88,106.72808854,1805538,58,0.4,2664,30870,,,0.31507617235183716,1795537,0.0003,-0.6010668277740479,-3.2273364067077637,0.004285524599254131
809.44,107.42430844999998,1807680,58,0.4,2668,30903,,,0.47706571221351624,1797679,0.0003,-1.3002653121948242,-4.404764175415039,0.00421731173992157
794.31,104.14874480999998,1809843,58,0.3,2672,30936,,,0.39384201169013977,1799842,0.0003,-1.304377555847168,-3.7465410232543945,0.004373699426651001
,,1810000,,,,,1253.0,74.7433074,9.049765586853027,1799999,0.0003,7.237842082977295,-4.249551296234131,0.004365408793091774
787.57,104.9925811,1811466,58,0.3,2676,30985,,,0.6469871401786804,1801465,0.0003,-0.43288516998291016,-4.195135116577148,0.00430674385279417
791.67,102.8843808,1816457,58,0.25,2680,31060,,,0.2522670030593872,1806456,0.0003,1.0559847354888916,-3.7665061950683594,0.004333070944994688
804.16,104.78636331999998,1819965,58,0.3,2684,31113,,,0.31871604919433594,1809964,0.0003,3.3056931495666504,-4.792352676391602,0.004369520116597414
,,1820000,,,,,934.1,82.3847941,0.3514808416366577,1809999,0.0003,4.528514862060547,-4.783936500549316,0.004396126605570316
783.14,104.20745640000001,1825314,58,0.25,2688,31212,,,0.4035565257072449,1815313,0.0003,-0.11836206912994385,-4.259916305541992,0.004459033720195293
802.19,102.73365309,1829960,58,0.25,2692,31283,,,0.3559483289718628,1819959,0.0003,1.6693874597549438,-5.3411865234375,0.004327203147113323
,,1830000,,,,,769.8,99.558703,0.47079697251319885,1819999,0.0003,1.424095869064331,-4.066103935241699,0.0042899553664028645
828.09,102.93074109999998,1833742,58,0.25,2696,31354,,,0.2664315104484558,1823741,0.0003,-0.2797892093658447,-4.266201019287109,0.003918792586773634
869.93,105.29983903,1838674,58,0.3,2700,31428,,,0.18811751902103424,1828673,0.0003,-2.0581703186035156,-3.7192249298095703,0.003769814735278487
,,1840000,,,,,794.1,99.3502764,0.37437647581100464,1829999,0.0003,-1.6000728607177734,-4.575830936431885,0.00428722333163023
843.79,107.14955115000001,1842097,58,0.3,2704,31495,,,0.20766671001911163,1832096,0.0003,-0.22955727577209473,-4.170038223266602,0.004647751804441214
868.84,106.28627002000002,1845207,58,0.3,2708,31542,,,0.4529012441635132,1835206,0.0003,-0.9404931664466858,-3.614119291305542,0.0043341931886971
859.75,106.4655113,1847790,58,0.35,2712,31581,,,0.2324455827474594,1837789,0.0003,-3.3668923377990723,-3.8522043228149414,0.004481652285903692
,,1850000,,,,,1231.5,79.9818492,0.23143914341926575,1839999,0.0003,-0.1504744291305542,-4.28816556930542,0.004563181195408106
873.46,108.37534683,1850582,58,0.35,2716,31647,,,0.29310932755470276,1840581,0.0003,1.1758363246917725,-5.89252233505249,0.004454331006854773
887.08,109.70847539000002,1853992,58,0.35,2720,31700,,,0.2769930362701416,1843991,0.0003,2.7063679695129395,-3.712439775466919,0.004047760274261236
897.46,109.78615057,1858918,58,0.35,2724,31774,,,0.16331186890602112,1848917,0.0003,-2.4202728271484375,-2.8885927200317383,0.004515564534813166
,,1860000,,,,,1282.3,80.0633041,0.21127921342849731,1849999,0.0003,-0.6100583076477051,-3.5755252838134766,0.00454381387680769
881.16,107.20756958000001,1860034,58,0.35,2728,31816,,,0.18008334934711456,1850033,0.0003,-1.4366943836212158,-3.0652875900268555,0.0045380499213933945
863.57,107.80034352000003,1862084,58,0.4,2732,31846,,,0.2013096809387207,1852083,0.0003,-2.1480016708374023,-3.37337064743042,0.004459654912352562
876.19,105.01593393000002,1865783,58,0.35,2736,31902,,,0.33196866512298584,1855782,0.0003,4.278379917144775,-5.050934791564941,0.003976875450462103
873.33,104.96300860000001,1869722,58,0.4,2740,31961,,,0.19610658288002014,1859721,0.0003,0.015942171216011047,-4.427206993103027,0.0044021341018378735
,,1870000,,,,,1096.5,81.1502257,0.2400631308555603,1859999,0.0003,7.056698322296143,-4.662776947021484,0.004576324950903654
815.65,104.24870204999999,1870954,58,0.35,2744,32001,,,0.25702911615371704,1860953,0.0003,-0.5408934354782104,-3.616567373275757,0.004733372014015913
826.56,103.71790266999999,1876265,58,0.35,2748,32082,,,0.41117972135543823,1866264,0.0003,1.6758086681365967,-4.230742454528809,0.004349781200289726
818.97,105.61165211,1879208,58,0.4,2752,32126,,,0.3630426526069641,1869207,0.0003,1.2062772512435913,-4.514991760253906,0.004476810339838266
,,1880000,,,,,615.2,75.1335688,0.45382797718048096,1869999,0.0003,-1.8307793140411377,-4.637829780578613,0.004497916903346777
845.6,107.02671052,1883731,58,0.45,2756,32206,,,0.3720403015613556,1873730,0.0003,3.84222149848938,-4.742770195007324,0.004816513974219561
844.58,106.32435277999998,1885118,58,0.4,2760,32227,,,0.24479886889457703,1875117,0.0003,0.8572369813919067,-3.206333637237549,0.004558316431939602
823.25,106.64844425000001,1887863,58,0.4,2764,32269,,,0.1931736022233963,1877862,0.0003,-0.8811156153678894,-4.1598219871521,0.004690482746809721
,,1890000,,,,,595.0,86.13302780000001,0.21344056725502014,1879999,0.0003,-3.813520669937134,-3.711698055267334,0.004532764200121164
841.86,107.66949059999997,1891866,58,0.4,2768,32340,,,0.2414570152759552,1881865,0.0003,2.276378631591797,-4.671921253204346,0.0046126400120556355
864.88,110.14808701,1896331,58,0.45,2772,32408,,,0.5526729822158813,1886330,0.0003,2.7867202758789062,-4.393415927886963,0.004440478514879942
,,1900000,,,,,1422.6,76.71961939999998,0.19478633999824524,1889999,0.0003,-0.319017231464386,-3.7730727195739746,0.0046547488309443
886.17,112.44240257,1900083,58,0.55,2776,32493,,,0.23199805617332458,1890082,0.0003,-2.422691822052002,-3.262073278427124,0.004589511081576347
890.04,112.21787358999998,1905461,58,0.55,2780,32574,,,0.32571345567703247,1895460,0.0003,1.4659807682037354,-4.371981620788574,0.004707051441073418
876.54,111.82273735999998,1907619,58,0.55,2784,32606,,,0.23671816289424896,1897618,0.0003,-2.382716417312622,-4.265742301940918,0.004741561133414507
843.84,109.8817979,1909698,58,0.55,2788,32637,,,0.2802528142929077,1899697,0.0003,2.1413910388946533,-4.267740726470947,0.0047670830972492695
,,1910000,,,,,1246.8,75.3421142,0.31957271695137024,1899999,0.0003,-3.2678935527801514,-3.7693943977355957,0.004736033733934164
821.37,113.1328627,1912097,58,0.6,2792,32698,,,0.3295295238494873,1902096,0.0003,-5.237648010253906,-3.6579513549804688,0.004671376198530197
793.7,114.20049222,1913112,58,0.6,2796,32713,,,0.391033411026001,1903111,0.0003,-3.940850257873535,-3.6831254959106445,0.004755510948598385
750.21,113.46957204,1913695,58,0.6,2800,32722,,,0.3700393736362457,1903694,0.0003,-0.7088561058044434,-4.4449944496154785,0.004736399278044701
733.37,112.43943239000001,1915434,58,0.6,2804,32748,,,0.13764765858650208,1905433,0.0003,-2.595655918121338,-1.501586675643921,0.004500360228121281
706.9,112.30148945,1915897,58,0.6,2808,32755,,,0.1931762397289276,1905896,0.0003,1.3626539707183838,-4.529519557952881,0.004582913592457771
701.41,109.54429966000004,1917931,58,0.55,2812,32786,,,0.2510223090648651,1907930,0.0003,0.7603803277015686,-3.7687065601348877,0.004698155913501978
,,1920000,,,,,1129.8,118.55500260000004,0.288479208946228,1909999,0.0003,0.7300772070884705,-4.469386100769043,0.004851340316236019
707.96,110.70956824,1921378,58,0.6,2816,32860,,,0.2561074495315552,1911377,0.0003,6.652909278869629,-5.121800422668457,0.004804270341992378
701.63,112.13425048,1924155,58,0.6,2820,32902,,,1.2256907224655151,1914154,0.0003,-0.13551801443099976,-3.1412906646728516,0.004876816179603338
668.26,115.09296505,1925744,58,0.65,2824,32925,,,0.3162113428115845,1915743,0.0003,1.602501392364502,-3.2581238746643066,0.00474353926256299
686.9,116.89309963999999,1928724,58,0.7,2828,32970,,,0.3791458010673523,1918723,0.0003,-4.30577278137207,-4.026742935180664,0.005114723928272724
,,1930000,,,,,1258.0,75.9599878,0.27650541067123413,1919999,0.0003,3.0858993530273438,-3.153407096862793,0.005032153334468603
714.16,116.77582552999998,1933500,58,0.65,2832,33067,,,0.3090604543685913,1923499,0.0003,2.3099491596221924,-4.050597190856934,0.004886294715106487
736.48,116.71159621000001,1939431,58,0.65,2836,33156,,,0.36698031425476074,1929430,0.0003,1.845071792602539,-4.380303382873535,0.00479501485824585
,,1940000,,,,,1126.2,97.675695,0.3068644404411316,1929999,0.0003,2.56730055809021,-4.146984577178955,0.004836089443415403
756.23,118.78492889,1945345,58,0.7,2840,33267,,,0.30435121059417725,1935344,0.0003,4.285281658172607,-4.431246280670166,0.004803949501365423
783.96,120.26653750000001,1949350,58,0.8,2844,33328,,,0.23535391688346863,1939349,0.0003,0.41735100746154785,-3.93874454498291,0.0047460938803851604
,,1950000,,,,,949.2,87.38256550000001,0.18580520153045654,1939999,0.0003,-2.559739112854004,-3.8316478729248047,0.004812134429812431
762.81,122.64858278,1952546,58,0.8,2848,33394,,,0.25798970460891724,1942545,0.0003,1.1208539009094238,-4.421274185180664,0.004704109858721495
766.31,126.47683049000001,1955839,58,0.9,2852,33443,,,0.5058648586273193,1945838,0.0003,-3.1764845848083496,-3.1791391372680664,0.004677231423556805
,,1960000,,,,,1251.4,76.4847264,0.3169814944267273,1949999,0.0003,-2.147779941558838,-3.500556468963623,0.0048333508893847466
780.19,129.20838438,1961750,58,0.95,2856,33557,,,0.33167627453804016,1951749,0.0003,-0.07510191202163696,-3.39139723777771,0.004542682785540819
806.26,129.88758627000004,1965744,58,0.95,2860,33618,,,0.4817545711994171,1955743,0.0003,4.311405181884766,-5.132245063781738,0.004626162815839052
805.84,130.15989669000004,1968447,58,0.95,2864,33658,,,0.3812292218208313,1958446,0.0003,0.9804182052612305,-5.826560020446777,0.004827431403100491
,,1970000,,,,,1366.7,124.58077309999999,0.18748092651367188,1959999,0.0003,4.285331726074219,-4.1663970947265625,0.004841214045882225
811.32,134.1992533,1972998,58,1.05,2868,33753,,,0.3334067761898041,1962997,0.0003,-0.19473427534103394,-2.9281978607177734,0.004591742064803839
787.11,132.91520939000003,1975042,58,1.05,2872,33784,,,0.2311404049396515,1965041,0.0003,-2.588114023208618,-3.765355110168457,0.004695936571806669
787.44,130.29885517,1978827,58,1.0,2876,33841,,,0.31224092841148376,1968826,0.0003,-4.865052223205566,-3.1924476623535156,0.004947479814291
,,1980000,,,,,1256.8,83.49945,0.35883593559265137,1969999,0.0003,-0.6983607411384583,-4.6500244140625,0.004652487579733133
756.32,132.22842082,1981093,58,1.05,2880,33899,,,0.26825064420700073,1971092,0.0003,-2.074398994445801,-3.2210464477539062,0.0047560278326272964
740.33,132.62268101,1981652,58,1.0,2884,33908,,,0.3571941554546356,1971651,0.0003,-0.3575788140296936,-3.3105711936950684,0.004737515468150377
739.34,132.10738169,1983632,58,1.0,2888,33938,,,0.21983347833156586,1973631,0.0003,2.9159510135650635,-3.6943650245666504,0.005052385851740837
754.21,132.88891106,1987518,58,1.05,2892,33997,,,0.3030224144458771,1977517,0.0003,6.9775214195251465,-4.373015880584717,0.005226437002420425
,,1990000,,,,,913.8,72.2092115,0.617438554763794,1979999,0.0003,-1.4589457511901855,-3.975473642349243,0.004802071489393711
776.08,132.19814462,1990720,58,1.05,2896,34063,,,0.3751283288002014,1980719,0.0003,3.704049825668335,-4.3147783279418945,0.004614998586475849
799.89,132.71461258,1993684,58,1.0,2900,34107,,,0.39745694398880005,1983683,0.0003,0.3051302433013916,-4.520357608795166,0.0051094586960971355
806.62,134.11656174,1996096,58,1.05,2904,34144,,,7.3218464851379395,1986095,0.0003,1.6062185764312744,-4.235840320587158,0.005043939221650362
,,2000000,,,,,805.6,110.0880673,0.4364883005619049,1989999,0.0003,1.890147089958191,-5.689054489135742,0.0052862041629850864
860.95,135.74263916,2001992,58,1.05,2908,34248,,,0.48153215646743774,1991991,0.0003,-2.272364377975464,-5.45958137512207,0.005235102493315935
862.71,137.14140369,2004202,58,1.05,2912,34282,,,0.21931006014347076,1994201,0.0003,0.6990714073181152,-5.073984146118164,0.005346524994820356
849.68,137.67476221999996,2006346,58,1.05,2916,34314,,,5.170592784881592,1996345,0.0003,-6.109296798706055,-2.6055989265441895,0.004979086574167013
,,2010000,,,,,1254.4,94.0946616,0.5042078495025635,1999999,0.0003,0.9695427417755127,-5.20527458190918,0.005023218225687742
864.51,137.96688064,2010606,58,1.05,2920,34403,,,0.2494278997182846,2000605,0.0003,3.873040199279785,-4.011312007904053,0.0053107417188584805
855.25,135.75981482,2011269,58,1.05,2924,34413,,,0.4206699728965759,2001268,0.0003,-2.1324338912963867,-4.682414531707764,0.00521688349545002
846.95,135.83956743000002,2013419,58,1.05,2928,34445,,,0.38582679629325867,2003418,0.0003,-1.7661458253860474,-5.5677361488342285,0.00505195464938879
